wknbr,s1,m1,b1,s2,m2,b2,s3,m3,b3,s4,m4,b4,s5,m5,b5,s6,m6,b6,s7,m7,b7,s8,m8,b8,s9,m9,b9,s10,m10,b10,s11,m11,b11,s12,m12,b12,s13,m13,b13,s14,m14,b14,s15,m15,b15,s16,m16,b16,s17,m17,b17,s18,m18,b18,s19,m19,b19,s20,m20,b20,s21,m21,b21,s22,m22,b22,s23,m23,b23,s24,m24,b24,s25,m25,b25,s26,m26,b26,s27,m27,b27,s28,m28,b28,s29,m29,b29,s30,m30,b30,s31,m31,b31,s32,m32,b32,s33,m33,b33,s34,m34,b34,s35,m35,b35,s36,m36,b36,s37,m37,b37,s38,m38,b38,s39,m39,b39,s40,m40,b40,s41,m41,b41,s42,m42,b42,s43,m43,b43,s44,m44,b44,s45,m45,b45,s46,m46,b46,s47,m47,b47,s48,m48,b48,s49,m49,b49,s50,m50,b50,s51,m51,b51,s52,m52,b52,s53,m53,b53,s54,m54,b54,s55,m55,b55
201505,4960.0,500.0,0.0,6982.0,4398.0,0.0,165169.0,65410.0,0.0,20259.0,10300.0,0.0,12014.0,6118.0,0.0,1785.0,357.0,0.0,0,0,0,10.0,1.0,0.0,564344.0,166463.0,0.0,74028.0,59436.0,0.0,0,0,0,0,0,0,27611.0,12015.0,0.0,207959.0,91397.0,0.0,0,0,0,57943.0,15084.0,0.0,5163.0,1391.0,0.0,0,0,0,151710.0,50578.0,0.0,110157.0,44214.0,0.0,25906.0,11544.0,0.0,7488.0,4233.0,0.0,79981.0,43034.0,0.0,3872.0,0.0,0.0,48057.0,28276.0,0.0,7081.0,2196.0,0.0,6571.0,2431.0,0.0,24188.0,9273.0,0.0,2404.0,596.0,0.0,168.0,110.0,0.0,68400.0,35439.0,0.0,0,0,0,21530.0,21530.0,0.0,5340.0,1934.0,0.0,114363.0,23148.0,0.0,0,0,0,0,0,0,27079.0,14029.0,0.0,806.0,389.0,0.0,14752.0,12876.0,0.0,116.0,86.0,0.0,23.0,16.0,0.0,27.0,9.0,0.0,0,0,0,7393.0,4978.0,0.0,0,0,0,63441.0,31546.0,0.0,2059.0,1396.0,0.0,53652.0,26977.0,0.0,15710.0,9291.0,0.0,0,0,0,0,0,0,37602.0,7717.0,0.0,51709.0,30429.0,0.0,52468.0,6023.0,0.0
201506,4365.0,244.0,0.0,6818.0,4077.0,0.0,164171.0,65605.0,0.0,20612.0,10531.0,0.0,11658.0,5968.0,0.0,2715.0,543.0,0.0,0,0,0,10.0,2.0,0.0,575231.0,169764.0,0.0,71101.0,57268.0,0.0,0,0,0,0,0,0,22256.0,9252.0,0.0,205221.0,89557.0,0.0,0,0,0,52870.0,15447.0,0.0,4346.0,1203.0,0.0,0,0,0,156907.0,51500.0,0.0,83813.0,36917.0,0.0,20903.0,10821.0,0.0,8677.0,4863.0,0.0,79846.0,37841.0,0.0,2123.0,0.0,0.0,45084.0,24376.0,0.0,8294.0,2613.0,0.0,2828.0,1449.0,0.0,21611.0,7942.0,0.0,1010.0,250.0,0.0,30.0,-5.0,0.0,59971.0,26355.0,0.0,0,0,0,22447.0,22447.0,0.0,4589.0,1865.0,0.0,102847.0,21031.0,0.0,0,0,0,0,0,0,30454.0,15902.0,0.0,717.0,351.0,0.0,14444.0,12575.0,0.0,16.0,13.0,0.0,12.0,7.0,0.0,25.0,16.0,0.0,0,0,0,7390.0,4917.0,0.0,0,0,0,52108.0,25021.0,0.0,2258.0,1526.0,0.0,50997.0,25886.0,0.0,21213.0,12033.0,0.0,0,0,0,0,0,0,41111.0,7908.0,0.0,57131.0,32356.0,0.0,32429.0,18971.0,0.0
201510,5455.0,554.0,0.0,6540.0,3809.0,0.0,153783.0,61370.0,0.0,23009.0,11012.0,0.0,9639.0,5003.0,0.0,4465.0,893.0,0.0,0,0,0,0,0,0,445769.0,133860.0,0.0,69262.0,55678.0,0.0,0,0,0,0,0,0,17011.0,7501.0,0.0,190536.0,82895.0,0.0,0,0,0,64993.0,12487.0,0.0,5576.0,1305.0,0.0,0,0,0,147592.0,47840.0,0.0,84742.0,37058.0,0.0,24851.0,10420.0,0.0,5820.0,3063.0,0.0,77212.0,40643.0,0.0,11470.0,0.0,0.0,47019.0,26608.0,0.0,5775.0,1838.0,0.0,2711.0,1212.0,0.0,24239.0,9400.0,0.0,340.0,84.0,0.0,2.0,-1.0,0.0,68447.0,37258.0,0.0,0,0,0,19426.0,19426.0,0.0,3578.0,1541.0,0.0,106421.0,21548.0,0.0,0,0,0,0,0,0,21982.0,10891.0,0.0,1126.0,550.0,0.0,13649.0,11922.0,0.0,36.0,28.0,0.0,42.0,28.0,0.0,4.0,-0.0,0.0,0,0,0,6590.0,1922.0,0.0,0,0,0,48574.0,22197.0,0.0,3059.0,2063.0,0.0,52224.0,25613.0,0.0,15209.0,9191.0,0.0,0,0,0,0,0,0,31319.0,6176.0,0.0,61123.0,34214.0,0.0,32924.0,18040.0,0.0
201511,3765.0,369.0,0.0,5698.0,3509.0,0.0,155388.0,63525.0,0.0,21215.0,10893.0,0.0,11186.0,5570.0,0.0,4023.0,805.0,0.0,0,0,0,0,0,0,450126.0,135224.0,0.0,69497.0,55704.0,0.0,0,0,0,0,0,0,21625.0,9662.0,0.0,192292.0,83316.0,0.0,0,0,0,62048.0,17249.0,0.0,4595.0,1177.0,0.0,0,0,0,147935.0,48222.0,0.0,112426.0,43812.0,0.0,23214.0,13780.0,0.0,4211.0,2407.0,0.0,70498.0,37291.0,0.0,4270.0,0.0,0.0,51509.0,29193.0,0.0,5872.0,1964.0,0.0,8582.0,2720.0,0.0,28408.0,9711.0,0.0,3868.0,965.0,0.0,0,0,0,67749.0,38260.0,0.0,0,0,0,19664.0,19664.0,0.0,5394.0,1887.0,0.0,107991.0,21907.0,0.0,0,0,0,0,0,0,21691.0,11175.0,0.0,932.0,453.0,0.0,13303.0,11622.0,0.0,0,0,0,15.0,11.0,0.0,1.0,-3.0,0.0,0,0,0,1227.0,-1162.0,0.0,0,0,0,48930.0,22876.0,0.0,2668.0,1803.0,0.0,50936.0,25461.0,0.0,14770.0,8782.0,0.0,0,0,0,0,0,0,32647.0,6076.0,0.0,57515.0,33489.0,0.0,29760.0,17956.0,0.0
201513,3875.0,385.0,0.0,5193.0,2888.0,0.0,160616.0,65683.0,0.0,23760.0,12127.0,0.0,13622.0,7028.0,0.0,3555.0,711.0,0.0,0,0,0,0,0,0,452689.0,134888.0,0.0,76593.0,61584.0,0.0,0,0,0,0,0,0,20370.0,9431.0,0.0,207919.0,90572.0,0.0,0,0,0,67651.0,15638.0,0.0,5569.0,1440.0,0.0,0,0,0,159420.0,53698.0,0.0,112122.0,46990.0,0.0,23283.0,14299.0,0.0,5658.0,2803.0,0.0,80748.0,44399.0,0.0,2417.0,0.0,0.0,49148.0,26377.0,0.0,5402.0,1772.0,0.0,5031.0,2234.0,0.0,43470.0,13571.0,0.0,2445.0,607.0,0.0,0,0,0,69718.0,39956.0,0.0,0,0,0,22091.0,22091.0,0.0,17787.0,5075.0,0.0,102614.0,20949.0,0.0,0,0,0,0,0,0,21455.0,10889.0,0.0,1417.0,691.0,0.0,14410.0,12550.0,0.0,0,0,0,128.0,106.0,0.0,10.0,1.0,0.0,0,0,0,16.0,10.0,0.0,0,0,0,58841.0,29411.0,0.0,4067.0,2742.0,0.0,67669.0,30113.0,0.0,15756.0,9558.0,0.0,0,0,0,0,0,0,34746.0,6715.0,0.0,68225.0,39993.0,0.0,30996.0,17750.0,0.0
201516,2085.0,216.0,0.0,5826.0,3928.0,0.0,167740.0,69197.0,0.0,27121.0,13304.0,0.0,14871.0,7655.0,0.0,2737.0,547.0,0.0,0,0,0,0,0,0,460677.0,136209.0,0.0,83614.0,67032.0,0.0,0,0,0,0,0,0,16609.0,8641.0,0.0,206077.0,89285.0,0.0,0,0,0,71704.0,16610.0,0.0,5685.0,1376.0,0.0,0,0,0,168153.0,55534.0,0.0,92200.0,42292.0,0.0,26925.0,16581.0,0.0,5985.0,3722.0,0.0,86083.0,47523.0,0.0,1743.0,0.0,0.0,64809.0,38267.0,0.0,5772.0,1955.0,0.0,20631.0,5803.0,0.0,42297.0,13784.0,0.0,1235.0,307.0,0.0,518.0,338.0,0.0,84762.0,47169.0,0.0,0,0,0,20903.0,20903.0,0.0,10567.0,4092.0,0.0,104779.0,21414.0,0.0,0,0,0,0,0,0,28521.0,13744.0,0.0,3830.0,1347.0,0.0,16081.0,14048.0,0.0,12.0,8.0,0.0,138.0,113.0,0.0,40.0,22.0,0.0,0,0,0,8.0,6.0,0.0,0,0,0,57507.0,29188.0,0.0,4311.0,2902.0,0.0,75571.0,34876.0,0.0,19000.0,11046.0,0.0,0,0,0,0,0,0,35818.0,6747.0,0.0,76984.0,43427.0,0.0,28631.0,17414.0,0.0
201517,3035.0,300.0,0.0,5751.0,3829.0,0.0,168813.0,68038.0,0.0,23125.0,11311.0,0.0,12573.0,6470.0,0.0,2374.0,475.0,0.0,0,0,0,0,0,0,466101.0,142017.0,0.0,80352.0,64830.0,0.0,0,0,0,0,0,0,20616.0,9636.0,0.0,211232.0,91474.0,0.0,0,0,0,84867.0,19011.0,0.0,4200.0,1355.0,0.0,0,0,0,152155.0,50767.0,0.0,101636.0,43803.0,0.0,23633.0,14475.0,0.0,6022.0,3329.0,0.0,81295.0,45169.0,0.0,3717.0,0.0,0.0,54605.0,32548.0,0.0,5014.0,1595.0,0.0,17901.0,5142.0,0.0,41395.0,13314.0,0.0,221.0,56.0,0.0,420.0,210.0,0.0,77477.0,41666.0,0.0,0,0,0,20204.0,20204.0,0.0,13546.0,5330.0,0.0,99388.0,20320.0,0.0,0,0,0,0,0,0,28045.0,13460.0,0.0,3624.0,1381.0,0.0,15534.0,13577.0,0.0,29.0,18.0,0.0,0,0,0,-20.0,-11.0,0.0,0,0,0,7.0,6.0,0.0,0,0,0,53624.0,27879.0,0.0,4334.0,2924.0,0.0,68430.0,31569.0,0.0,14141.0,8432.0,0.0,0,0,0,0,0,0,35427.0,6619.0,0.0,74071.0,42707.0,0.0,27143.0,16300.0,0.0
201519,4255.0,438.0,0.0,6531.0,4491.0,0.0,161381.0,65599.0,0.0,21232.0,11067.0,0.0,13045.0,6687.0,0.0,2832.0,566.0,0.0,0,0,0,0,0,0,493034.0,145979.0,0.0,77331.0,63333.0,0.0,0,0,0,0,0,0,21712.0,9917.0,0.0,215035.0,93505.0,0.0,0,0,0,49791.0,13032.0,0.0,4042.0,1218.0,0.0,0,0,0,153379.0,46192.0,0.0,98734.0,38968.0,0.0,25169.0,14102.0,0.0,4858.0,2954.0,0.0,73908.0,40702.0,0.0,3393.0,0.0,0.0,52742.0,30624.0,0.0,3891.0,1209.0,0.0,2868.0,1589.0,0.0,45496.0,14163.0,0.0,1957.0,487.0,0.0,257.0,177.0,0.0,81591.0,46060.0,0.0,0,0,0,30513.0,30513.0,0.0,8747.0,3455.0,0.0,111392.0,22791.0,0.0,0,0,0,0,0,0,31073.0,15567.0,0.0,2300.0,916.0,0.0,15332.0,13391.0,0.0,48.0,39.0,0.0,0,0,0,24.0,19.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,49202.0,25527.0,0.0,2858.0,1925.0,0.0,76875.0,35851.0,0.0,13758.0,8275.0,0.0,0,0,0,0,0,0,36248.0,7080.0,0.0,74106.0,39815.0,0.0,32386.0,18584.0,0.0
201525,1640.0,177.0,0.0,5186.0,3317.0,0.0,152818.0,61480.0,0.0,22970.0,11537.0,0.0,8842.0,4591.0,0.0,0,0,0,0,0,0,0,0,0,464545.0,134007.0,0.0,83305.0,67553.0,0.0,0,0,0,0,0,0,22903.0,10542.0,0.0,207372.0,91276.0,0.0,0,0,0,55836.0,15825.0,0.0,3078.0,889.0,0.0,0,0,0,158171.0,47929.0,0.0,96063.0,40667.0,0.0,22957.0,13051.0,0.0,4002.0,2015.0,0.0,74055.0,39552.0,0.0,2211.0,0.0,0.0,55516.0,29651.0,0.0,4842.0,1562.0,0.0,2981.0,1585.0,0.0,54410.0,15939.0,0.0,1505.0,575.0,0.0,176.0,127.0,0.0,76022.0,37169.0,0.0,0,0,0,18396.0,18396.0,0.0,7650.0,2332.0,0.0,119209.0,24152.0,0.0,0,0,0,0,0,0,31642.0,16273.0,0.0,465.0,209.0,0.0,15438.0,13494.0,0.0,84.0,63.0,0.0,34.0,25.0,0.0,10.0,7.0,0.0,0,0,0,63.0,56.0,0.0,0,0,0,61420.0,24881.0,0.0,2745.0,1855.0,0.0,77660.0,37565.0,0.0,55683.0,24953.0,0.0,0,0,0,0,0,0,39398.0,6145.0,0.0,70055.0,39051.0,0.0,31443.0,12742.0,0.0
201526,1570.0,162.0,0.0,5165.0,3018.0,0.0,162700.0,65529.0,0.0,20837.0,10511.0,0.0,9533.0,4966.0,0.0,5.0,1.0,0.0,0,0,0,0,0,0,486911.0,136147.0,0.0,78967.0,63981.0,0.0,0,0,0,0,0,0,21078.0,5478.0,0.0,210634.0,92150.0,0.0,0,0,0,55976.0,14629.0,0.0,3126.0,768.0,0.0,0,0,0,153520.0,47771.0,0.0,99279.0,42566.0,0.0,28390.0,13982.0,0.0,3846.0,1898.0,0.0,80926.0,43034.0,0.0,5995.0,0.0,0.0,52583.0,27757.0,0.0,5880.0,1881.0,0.0,3049.0,1200.0,0.0,34908.0,11847.0,0.0,2123.0,829.0,0.0,-41.0,-33.0,0.0,75184.0,35451.0,0.0,0,0,0,14586.0,14586.0,0.0,5798.0,1945.0,0.0,106695.0,21811.0,0.0,0,0,0,0,0,0,35697.0,18018.0,0.0,591.0,239.0,0.0,16131.0,14066.0,0.0,29.0,18.0,0.0,97.0,66.0,0.0,10.0,7.0,0.0,0,0,0,0,0,0,0,0,0,55781.0,24021.0,0.0,2391.0,1612.0,0.0,67159.0,33896.0,0.0,71689.0,37180.0,0.0,0,0,0,0,0,0,39261.0,6636.0,0.0,74936.0,37948.0,0.0,34280.0,9592.0,0.0
201532,3005.0,297.0,0.0,6441.0,3271.0,0.0,157272.0,64318.0,0.0,19601.0,9993.0,0.0,10140.0,5209.0,0.0,33.0,7.0,0.0,0,0,0,0,0,0,568461.0,164115.0,0.0,80534.0,63422.0,0.0,0,0,0,0,0,0,18541.0,9082.0,0.0,224823.0,97722.0,0.0,0,0,0,52198.0,16785.0,0.0,3339.0,1213.0,0.0,0,0,0,157380.0,48182.0,0.0,105152.0,43208.0,0.0,19412.0,10729.0,0.0,6057.0,1817.0,0.0,92584.0,41716.0,0.0,5897.0,0.0,0.0,49180.0,27308.0,0.0,6868.0,2124.0,0.0,5290.0,1319.0,0.0,24845.0,7705.0,0.0,2835.0,1107.0,0.0,83.0,38.0,0.0,68878.0,35559.0,0.0,0,0,0,21105.0,21105.0,0.0,5529.0,1046.0,0.0,100229.0,20385.0,0.0,0,0,0,0,0,0,35055.0,17403.0,0.0,270.0,116.0,0.0,14687.0,12856.0,0.0,30.0,23.0,0.0,209.0,129.0,0.0,64.0,41.0,0.0,0,0,0,7402.0,5712.0,0.0,0,0,0,44974.0,21443.0,0.0,2325.0,1569.0,0.0,64868.0,32359.0,0.0,22175.0,12875.0,0.0,0,0,0,0,0,0,39389.0,6351.0,0.0,70114.0,36525.0,0.0,34884.0,10606.0,0.0
201533,3600.0,349.0,0.0,4707.0,2818.0,0.0,154802.0,63010.0,0.0,20488.0,10747.0,0.0,10385.0,5348.0,0.0,7798.0,1560.0,0.0,0,0,0,10.0,2.0,0.0,544032.0,162865.0,0.0,78257.0,61292.0,0.0,0,0,0,0,0,0,27372.0,10199.0,0.0,213472.0,93843.0,0.0,0,0,0,52913.0,14630.0,0.0,3696.0,1254.0,0.0,0,0,0,145766.0,47345.0,0.0,101689.0,39310.0,0.0,18957.0,7882.0,0.0,3041.0,1176.0,0.0,83760.0,40195.0,0.0,1616.0,0.0,0.0,43260.0,23916.0,0.0,5981.0,1869.0,0.0,6307.0,1534.0,0.0,40834.0,12273.0,0.0,1975.0,774.0,0.0,123.0,97.0,0.0,63742.0,32793.0,0.0,0,0,0,26066.0,26066.0,0.0,4614.0,1229.0,0.0,118467.0,23973.0,0.0,0,0,0,0,0,0,31152.0,15618.0,0.0,212.0,76.0,0.0,13873.0,12115.0,0.0,0,0,0,11.0,3.0,0.0,16.0,6.0,0.0,0,0,0,7600.0,5798.0,0.0,0,0,0,47141.0,18342.0,0.0,3091.0,2081.0,0.0,57546.0,29055.0,0.0,19410.0,11314.0,0.0,0,0,0,0,0,0,38601.0,6761.0,0.0,63243.0,33812.0,0.0,30863.0,9177.0,0.0
201534,6965.0,677.0,0.0,8225.0,5225.0,0.0,182875.0,74126.0,0.0,27365.0,13578.0,0.0,12900.0,6618.0,0.0,6746.0,1349.0,0.0,0,0,0,10.0,2.0,0.0,557358.0,162994.0,0.0,92015.0,72296.0,0.0,0,0,0,0,0,0,37652.0,14162.0,0.0,227064.0,100019.0,0.0,0,0,0,120584.0,28521.0,0.0,5687.0,1461.0,0.0,0,0,0,170814.0,57831.0,0.0,131362.0,51433.0,0.0,35049.0,15162.0,0.0,7210.0,2986.0,0.0,108069.0,54725.0,0.0,3803.0,0.0,0.0,70144.0,35246.0,0.0,5479.0,1732.0,0.0,8650.0,2254.0,0.0,49413.0,15969.0,0.0,1734.0,666.0,0.0,66.0,54.0,0.0,100089.0,52788.0,0.0,0,0,0,27155.0,27155.0,0.0,2801.0,807.0,0.0,90956.0,18660.0,0.0,0,0,0,0,0,0,33893.0,17045.0,0.0,540.0,176.0,0.0,16998.0,14836.0,0.0,123.0,63.0,0.0,62.0,42.0,0.0,10.0,7.0,0.0,0,0,0,15358.0,11781.0,0.0,0,0,0,64376.0,29419.0,0.0,5302.0,3574.0,0.0,62597.0,31920.0,0.0,20737.0,12171.0,0.0,0,0,0,0,0,0,34450.0,5505.0,0.0,88430.0,47792.0,0.0,37852.0,14407.0,0.0
201537,3325.0,304.0,0.0,8233.0,4166.0,0.0,158851.0,65825.0,0.0,21800.0,11039.0,0.0,10365.0,5306.0,0.0,5316.0,1063.0,0.0,0,0,0,0,0,0,532878.0,148453.0,0.0,78270.0,62471.0,0.0,0,0,0,0,0,0,22399.0,10128.0,0.0,228459.0,99856.0,0.0,0,0,0,67625.0,17350.0,0.0,3002.0,1074.0,0.0,0,0,0,147137.0,49296.0,0.0,113623.0,46581.0,0.0,22960.0,10981.0,0.0,3023.0,1466.0,0.0,74619.0,38381.0,0.0,4100.0,0.0,0.0,51917.0,21046.0,0.0,4210.0,1348.0,0.0,3274.0,754.0,0.0,33661.0,11535.0,0.0,1628.0,594.0,0.0,300.0,184.0,0.0,79516.0,33446.0,0.0,0,0,0,20263.0,20263.0,0.0,6721.0,1866.0,0.0,97535.0,19935.0,0.0,0,0,0,0,0,0,30701.0,15340.0,0.0,758.0,193.0,0.0,14039.0,12264.0,0.0,24.0,8.0,0.0,19.0,16.0,0.0,68.0,51.0,0.0,0,0,0,36326.0,23057.0,0.0,0,0,0,54253.0,27114.0,0.0,2566.0,379.0,0.0,66564.0,28428.0,0.0,19007.0,10988.0,0.0,0,0,0,0,0,0,34846.0,5784.0,0.0,62961.0,34264.0,0.0,39242.0,16938.0,0.0
201538,3895.0,355.0,0.0,6753.0,3760.0,0.0,154810.0,64019.0,0.0,19531.0,10553.0,0.0,10799.0,5374.0,0.0,6131.0,1226.0,0.0,0,0,0,0,0,0,530255.0,149685.0,0.0,79751.0,64324.0,0.0,0,0,0,0,0,0,17092.0,8607.0,0.0,215330.0,93686.0,0.0,0,0,0,56620.0,15773.0,0.0,3484.0,833.0,0.0,0,0,0,156048.0,52816.0,0.0,98772.0,41247.0,0.0,19456.0,11713.0,0.0,5343.0,2689.0,0.0,71179.0,35190.0,0.0,3012.0,0.0,0.0,49918.0,20933.0,0.0,6380.0,1981.0,0.0,3315.0,905.0,0.0,24485.0,6520.0,0.0,775.0,297.0,0.0,387.0,263.0,0.0,75908.0,33445.0,0.0,0,0,0,21835.0,21835.0,0.0,4981.0,1765.0,0.0,122718.0,24838.0,0.0,0,0,0,0,0,0,31676.0,15782.0,0.0,698.0,255.0,0.0,15019.0,13124.0,0.0,34.0,21.0,0.0,19.0,16.0,0.0,58.0,43.0,0.0,0,0,0,56276.0,34669.0,0.0,0,0,0,42778.0,23753.0,0.0,2962.0,514.0,0.0,47008.0,23433.0,0.0,18014.0,10651.0,0.0,0,0,0,0,0,0,36840.0,5401.0,0.0,70722.0,38001.0,0.0,32910.0,15128.0,0.0
201540,3580.0,354.0,0.0,6931.0,4563.0,0.0,162699.0,66794.0,0.0,22530.0,10959.0,0.0,11202.0,5707.0,0.0,6605.0,1321.0,0.0,0,0,0,0,0,0,548951.0,154617.0,0.0,78432.0,62365.0,0.0,0,0,0,0,0,0,25040.0,10357.0,0.0,239627.0,105178.0,0.0,0,0,0,50591.0,17545.0,0.0,4593.0,1599.0,0.0,0,0,0,163589.0,55344.0,0.0,110790.0,47059.0,0.0,22661.0,14354.0,0.0,4991.0,2379.0,0.0,70088.0,35500.0,0.0,7725.0,0.0,0.0,48871.0,25957.0,0.0,5200.0,1630.0,0.0,4139.0,1215.0,0.0,28675.0,9766.0,0.0,675.0,246.0,0.0,577.0,394.0,0.0,78329.0,35061.0,0.0,0,0,0,24220.0,24220.0,0.0,6329.0,1507.0,0.0,115003.0,23490.0,0.0,0,0,0,0,0,0,34634.0,16940.0,0.0,325.0,154.0,0.0,14800.0,12942.0,0.0,17.0,9.0,0.0,36.0,29.0,0.0,7.0,4.0,0.0,0,0,0,19583.0,11055.0,0.0,0,0,0,54066.0,28836.0,0.0,2348.0,420.0,0.0,65740.0,30025.0,0.0,17676.0,10353.0,0.0,0,0,0,0,0,0,35045.0,5354.0,0.0,79231.0,42665.0,0.0,28808.0,14207.0,0.0
201541,4080.0,386.0,0.0,5863.0,3697.0,0.0,164105.0,67453.0,0.0,18717.0,9481.0,0.0,12017.0,6147.0,0.0,8457.0,1691.0,0.0,0,0,0,0,0,0,547415.0,158189.0,0.0,80499.0,63577.0,0.0,0,0,0,0,0,0,26322.0,10606.0,0.0,243189.0,106068.0,0.0,0,0,0,60958.0,19586.0,0.0,3757.0,1324.0,0.0,0,0,0,147961.0,50307.0,0.0,98693.0,42130.0,0.0,21582.0,13695.0,0.0,6397.0,2864.0,0.0,68930.0,34258.0,0.0,6580.0,0.0,0.0,48311.0,23066.0,0.0,5150.0,1580.0,0.0,3127.0,845.0,0.0,24599.0,9331.0,0.0,1367.0,517.0,0.0,388.0,258.0,0.0,74783.0,33628.0,0.0,0,0,0,28922.0,28922.0,0.0,3212.0,815.0,0.0,144408.0,29100.0,0.0,0,0,0,0,0,0,36805.0,18073.0,0.0,370.0,155.0,0.0,14256.0,12455.0,0.0,60.0,40.0,0.0,25.0,19.0,0.0,94.0,62.0,0.0,0,0,0,31375.0,21339.0,0.0,0,0,0,43912.0,24141.0,0.0,2381.0,424.0,0.0,62278.0,30905.0,0.0,17600.0,10295.0,0.0,0,0,0,0,0,0,35368.0,5868.0,0.0,78497.0,42101.0,0.0,26011.0,11158.0,0.0
201542,5250.0,490.0,0.0,8486.0,5264.0,0.0,145511.0,59765.0,0.0,17132.0,8921.0,0.0,10068.0,5112.0,0.0,6640.0,1328.0,0.0,0,0,0,0,0,0,571905.0,163526.0,0.0,79107.0,63093.0,0.0,0,0,0,0,0,0,25624.0,11169.0,0.0,239304.0,106434.0,0.0,0,0,0,49941.0,14488.0,0.0,2257.0,766.0,0.0,0,0,0,145798.0,48961.0,0.0,97257.0,42337.0,0.0,19640.0,12132.0,0.0,7627.0,3530.0,0.0,64100.0,31063.0,0.0,4366.0,0.0,0.0,49365.0,22747.0,0.0,7057.0,2172.0,0.0,1750.0,360.0,0.0,19169.0,6761.0,0.0,1680.0,656.0,0.0,345.0,213.0,0.0,74397.0,33796.0,0.0,0,0,0,22177.0,22177.0,0.0,4197.0,858.0,0.0,103509.0,21066.0,0.0,0,0,0,0,0,0,39569.0,19680.0,0.0,281.0,117.0,0.0,14123.0,12333.0,0.0,133.0,99.0,0.0,0,0,0,36.0,28.0,0.0,0,0,0,49303.0,31593.0,0.0,0,0,0,48225.0,25385.0,0.0,2142.0,356.0,0.0,47257.0,23893.0,0.0,23958.0,13531.0,0.0,0,0,0,0,0,0,40826.0,6189.0,0.0,78791.0,41568.0,0.0,23707.0,11653.0,0.0
201543,6777.0,644.0,0.0,9231.0,4817.0,0.0,168213.0,67797.0,0.0,28126.0,11505.0,0.0,11645.0,5936.0,0.0,8328.0,1666.0,0.0,0,0,0,0,0,0,600658.0,164155.0,0.0,93599.0,74428.0,0.0,0,0,0,0,0,0,64922.0,16932.0,0.0,254340.0,112390.0,0.0,0,0,0,301004.0,37639.0,0.0,2262.0,738.0,0.0,0,0,0,185374.0,50732.0,0.0,206301.0,61156.0,0.0,26015.0,13110.0,0.0,14461.0,6840.0,0.0,93514.0,37243.0,0.0,9642.0,0.0,0.0,122813.0,47242.0,0.0,6140.0,1806.0,0.0,9516.0,1823.0,0.0,30295.0,7229.0,0.0,600.0,239.0,0.0,604.0,286.0,0.0,114711.0,46366.0,0.0,0,0,0,19316.0,19316.0,0.0,8971.0,2297.0,0.0,99861.0,20314.0,0.0,0,0,0,0,0,0,42047.0,20408.0,0.0,473.0,215.0,0.0,18551.0,16234.0,0.0,101.0,66.0,0.0,76.0,66.0,0.0,258.0,152.0,0.0,0,0,0,131710.0,69174.0,0.0,0,0,0,113184.0,35892.0,0.0,8851.0,1603.0,0.0,148558.0,40921.0,0.0,21759.0,12436.0,0.0,0,0,0,0,0,0,44620.0,5626.0,0.0,149622.0,66989.0,0.0,45193.0,15534.0,0.0
201544,7118.0,645.0,0.0,7770.0,4716.0,0.0,155788.0,64684.0,0.0,20076.0,10295.0,0.0,14932.0,7565.0,0.0,6804.0,1361.0,0.0,0,0,0,0,0,0,557732.0,152950.0,0.0,84113.0,67416.0,0.0,0,0,0,0,0,0,24544.0,11006.0,0.0,244931.0,110195.0,0.0,0,0,0,96139.0,23223.0,0.0,2267.0,757.0,0.0,0,0,0,152496.0,48465.0,0.0,116106.0,48231.0,0.0,25077.0,14206.0,0.0,7359.0,3307.0,0.0,76353.0,35910.0,0.0,26912.0,0.0,0.0,56373.0,24965.0,0.0,5225.0,1624.0,0.0,2674.0,635.0,0.0,29430.0,8898.0,0.0,4113.0,1604.0,0.0,270.0,132.0,0.0,81113.0,36337.0,0.0,0,0,0,28871.0,28871.0,0.0,1057.0,427.0,0.0,109940.0,22416.0,0.0,0,0,0,0,0,0,35118.0,17128.0,0.0,425.0,173.0,0.0,15611.0,13627.0,0.0,74.0,44.0,0.0,108.0,76.0,0.0,308.0,211.0,0.0,0,0,0,196778.0,98448.0,0.0,0,0,0,52757.0,26276.0,0.0,3489.0,612.0,0.0,81978.0,30962.0,0.0,21449.0,12332.0,0.0,0,0,0,0,0,0,35787.0,5179.0,0.0,149561.0,63464.0,0.0,31495.0,14727.0,0.0
